1759103142.049233 server started (25535): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1759103142.049248 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1759103142.049252 using libevent 2.1.12-stable poll
1759103142.049254 using ncurses 6.4 20240113
1759103142.130832 tty_draw_line: px=0 py=27 nx=188 atx=0 aty=27
1759103142.130834 tty_draw_line: defaults: fg=8, bg=8
1759103142.130835 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130837 tty_clear_line: /dev/pts/5, 188 at 0,27
1759103142.130838 /dev/pts/5: \r
1759103142.130839 /dev/pts/5: \n
1759103142.130841 /dev/pts/5: \033[K
1759103142.130842 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,28 at 0,28, width 188
1759103142.130844 tty_draw_line: px=0 py=28 nx=188 atx=0 aty=28
1759103142.130845 tty_draw_line: defaults: fg=8, bg=8
1759103142.130847 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130848 tty_clear_line: /dev/pts/5, 188 at 0,28
1759103142.130850 /dev/pts/5: \r
1759103142.130851 /dev/pts/5: \n
1759103142.130853 /dev/pts/5: \033[K
1759103142.130854 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,29 at 0,29, width 188
1759103142.130856 tty_draw_line: px=0 py=29 nx=188 atx=0 aty=29
1759103142.130857 tty_draw_line: defaults: fg=8, bg=8
1759103142.130859 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130860 tty_clear_line: /dev/pts/5, 188 at 0,29
1759103142.130862 /dev/pts/5: \r
1759103142.130863 /dev/pts/5: \n
1759103142.130864 /dev/pts/5: \033[K
1759103142.130866 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,30 at 0,30, width 188
1759103142.130867 tty_draw_line: px=0 py=30 nx=188 atx=0 aty=30
1759103142.130869 tty_draw_line: defaults: fg=8, bg=8
1759103142.130870 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130872 tty_clear_line: /dev/pts/5, 188 at 0,30
1759103142.130873 /dev/pts/5: \r
1759103142.130875 /dev/pts/5: \n
1759103142.130876 /dev/pts/5: \033[K
1759103142.130878 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,31 at 0,31, width 188
1759103142.130879 tty_draw_line: px=0 py=31 nx=188 atx=0 aty=31
1759103142.130881 tty_draw_line: defaults: fg=8, bg=8
1759103142.130882 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130883 tty_clear_line: /dev/pts/5, 188 at 0,31
1759103142.130885 /dev/pts/5: \r
1759103142.130886 /dev/pts/5: \n
1759103142.130888 /dev/pts/5: \033[K
1759103142.130889 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,32 at 0,32, width 188
1759103142.130891 tty_draw_line: px=0 py=32 nx=188 atx=0 aty=32
1759103142.130892 tty_draw_line: defaults: fg=8, bg=8
1759103142.130894 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130898 tty_clear_line: /dev/pts/5, 188 at 0,32
1759103142.130900 /dev/pts/5: \r
1759103142.130901 /dev/pts/5: \n
1759103142.130903 /dev/pts/5: \033[K
1759103142.130904 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,33 at 0,33, width 188
1759103142.130906 tty_draw_line: px=0 py=33 nx=188 atx=0 aty=33
1759103142.130907 tty_draw_line: defaults: fg=8, bg=8
1759103142.130909 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130910 tty_clear_line: /dev/pts/5, 188 at 0,33
1759103142.130920 /dev/pts/5: \r
1759103142.130923 /dev/pts/5: \n
1759103142.130925 /dev/pts/5: \033[K
1759103142.130927 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,34 at 0,34, width 188
1759103142.130929 tty_draw_line: px=0 py=34 nx=188 atx=0 aty=34
1759103142.130931 tty_draw_line: defaults: fg=8, bg=8
1759103142.130932 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130934 tty_clear_line: /dev/pts/5, 188 at 0,34
1759103142.130936 /dev/pts/5: \r
1759103142.130937 /dev/pts/5: \n
1759103142.130938 /dev/pts/5: \033[K
1759103142.130940 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,35 at 0,35, width 188
1759103142.130942 tty_draw_line: px=0 py=35 nx=188 atx=0 aty=35
1759103142.130944 tty_draw_line: defaults: fg=8, bg=8
1759103142.130945 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130947 tty_clear_line: /dev/pts/5, 188 at 0,35
1759103142.130948 /dev/pts/5: \r
1759103142.130949 /dev/pts/5: \n
1759103142.130951 /dev/pts/5: \033[K
1759103142.130953 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,36 at 0,36, width 188
1759103142.130954 tty_draw_line: px=0 py=36 nx=188 atx=0 aty=36
1759103142.130956 tty_draw_line: defaults: fg=8, bg=8
1759103142.130957 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130959 tty_clear_line: /dev/pts/5, 188 at 0,36
1759103142.130960 /dev/pts/5: \r
1759103142.130961 /dev/pts/5: \n
1759103142.130963 /dev/pts/5: \033[K
1759103142.130964 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,37 at 0,37, width 188
1759103142.130966 tty_draw_line: px=0 py=37 nx=188 atx=0 aty=37
1759103142.130967 tty_draw_line: defaults: fg=8, bg=8
1759103142.130969 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130970 tty_clear_line: /dev/pts/5, 188 at 0,37
1759103142.130972 /dev/pts/5: \r
1759103142.130973 /dev/pts/5: \n
1759103142.130974 /dev/pts/5: \033[K
1759103142.130976 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,38 at 0,38, width 188
1759103142.130978 tty_draw_line: px=0 py=38 nx=188 atx=0 aty=38
1759103142.130979 tty_draw_line: defaults: fg=8, bg=8
1759103142.130980 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130982 tty_clear_line: /dev/pts/5, 188 at 0,38
1759103142.130983 /dev/pts/5: \r
1759103142.130985 /dev/pts/5: \n
1759103142.130986 /dev/pts/5: \033[K
1759103142.130988 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,39 at 0,39, width 188
1759103142.130989 tty_draw_line: px=0 py=39 nx=188 atx=0 aty=39
1759103142.130991 tty_draw_line: defaults: fg=8, bg=8
1759103142.130992 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130993 tty_clear_line: /dev/pts/5, 188 at 0,39
1759103142.130995 /dev/pts/5: \r
1759103142.130996 /dev/pts/5: \n
1759103142.130997 /dev/pts/5: \033[K
1759103142.130999 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,40 at 0,40, width 188
1759103142.131001 tty_draw_line: px=0 py=40 nx=188 atx=0 aty=40
1759103142.131002 tty_draw_line: defaults: fg=8, bg=8
1759103142.131004 tty_draw_line: 188 to end of line (0 cleared)
1759103142.131005 tty_clear_line: /dev/pts/5, 188 at 0,40
1759103142.131006 /dev/pts/5: \r
1759103142.131008 /dev/pts/5: \n
1759103142.131009 /dev/pts/5: \033[K
1759103142.131011 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,41 at 0,41, width 188
1759103142.131012 tty_draw_line: px=0 py=41 nx=188 atx=0 aty=41
1759103142.131014 tty_draw_line: defaults: fg=8, bg=8
1759103142.131015 tty_draw_line: 188 to end of line (0 cleared)
1759103142.131017 tty_clear_line: /dev/pts/5, 188 at 0,41
1759103142.131018 /dev/pts/5: \r
1759103142.131019 /dev/pts/5: \n
1759103142.131021 /dev/pts/5: \033[K
1759103142.131022 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,42 at 0,42, width 188
1759103142.131029 tty_draw_line: px=0 py=42 nx=188 atx=0 aty=42
1759103142.131031 tty_draw_line: defaults: fg=8, bg=8
1759103142.131032 tty_draw_line: 188 to end of line (0 cleared)
1759103142.131034 tty_clear_line: /dev/pts/5, 188 at 0,42
1759103142.131035 /dev/pts/5: \r
1759103142.131036 /dev/pts/5: \n
1759103142.131038 /dev/pts/5: \033[K
1759103142.131040 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,43 at 0,43, width 188
1759103142.131041 tty_draw_line: px=0 py=43 nx=188 atx=0 aty=43
1759103142.131043 tty_draw_line: defaults: fg=8, bg=8
1759103142.131044 tty_draw_line: 188 to end of line (0 cleared)
1759103142.131045 tty_clear_line: /dev/pts/5, 188 at 0,43
1759103142.131047 /dev/pts/5: \r
1759103142.131048 /dev/pts/5: \n
1759103142.131050 /dev/pts/5: \033[K
1759103142.131051 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,44 at 0,44, width 188
1759103142.131053 tty_draw_line: px=0 py=44 nx=188 atx=0 aty=44
1759103142.131054 tty_draw_line: defaults: fg=8, bg=8
1759103142.131056 tty_draw_line: 188 to end of line (0 cleared)
1759103142.131057 tty_clear_line: /dev/pts/5, 188 at 0,44
1759103142.131058 /dev/pts/5: \r
1759103142.131060 /dev/pts/5: \n
1759103142.131061 /dev/pts/5: \033[K
1759103142.131063 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,45 at 0,45, width 188
1759103142.131064 tty_draw_line: px=0 py=45 nx=188 atx=0 aty=45
1759103142.131066 tty_draw_line: defaults: fg=8, bg=8
1759103142.131067 tty_draw_line: 188 to end of line (0 cleared)
1759103142.131069 tty_clear_line: /dev/pts/5, 188 at 0,45
1759103142.131070 /dev/pts/5: \r
1759103142.131071 /dev/pts/5: \n
1759103142.131073 /dev/pts/5: \033[K
1759103142.131074 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,46 at 0,46, width 188
1759103142.131076 tty_draw_line: px=0 py=46 nx=188 atx=0 aty=46
1759103142.131077 tty_draw_line: defaults: fg=8, bg=8
1759103142.131079 tty_draw_line: 188 to end of line (0 cleared)
1759103142.131080 tty_clear_line: /dev/pts/5, 188 at 0,46
1759103142.131082 /dev/pts/5: \r
1759103142.131083 /dev/pts/5: \n
1759103142.131084 /dev/pts/5: \033[K
1759103142.131086 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,47 at 0,47, width 188
1759103142.131088 tty_draw_line: px=0 py=47 nx=188 atx=0 aty=47
1759103142.131089 tty_draw_line: defaults: fg=8, bg=8
1759103142.131090 tty_draw_line: 188 to end of line (0 cleared)
1759103142.131092 tty_clear_line: /dev/pts/5, 188 at 0,47
1759103142.131093 /dev/pts/5: \r
1759103142.131095 /dev/pts/5: \n
1759103142.131096 /dev/pts/5: \033[K
1759103142.131098 /dev/pts/5: redrawing status
1759103142.131099 screen_redraw_draw_status: /dev/pts/5 @0
1759103142.131101 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=48
1759103142.131102 tty_draw_line: defaults: fg=8, bg=8
1759103142.131104 utf8_to_data: 4100005b -> (1 1 [)
1759103142.131106 utf8_to_data: 41000030 -> (1 1 0)
1759103142.131107 utf8_to_data: 4100005d -> (1 1 ])
1759103142.131109 utf8_to_data: 41000020 -> (1 1  )
1759103142.131110 utf8_to_data: 41000030 -> (1 1 0)
1759103142.131111 utf8_to_data: 4100003a -> (1 1 :)
1759103142.131113 utf8_to_data: 4100007a -> (1 1 z)
1759103142.131114 utf8_to_data: 41000073 -> (1 1 s)
1759103142.131116 utf8_to_data: 41000068 -> (1 1 h)
1759103142.131117 utf8_to_data: 4100002a -> (1 1 *)
1759103142.131119 utf8_to_data: 41000020 -> (1 1  )
1759103142.131120 utf8_to_data: 41000020 -> (1 1  )
1759103142.131122 utf8_to_data: 41000020 -> (1 1  )
1759103142.131123 utf8_to_data: 41000020 -> (1 1  )
1759103142.131125 utf8_to_data: 41000020 -> (1 1  )
1759103142.131126 utf8_to_data: 41000020 -> (1 1  )
1759103142.131127 utf8_to_data: 41000020 -> (1 1  )
1759103142.131129 utf8_to_data: 41000020 -> (1 1  )
1759103142.131130 utf8_to_data: 41000020 -> (1 1  )
1759103142.131132 utf8_to_data: 41000020 -> (1 1  )
1759103142.131133 utf8_to_data: 41000020 -> (1 1  )
1759103142.131135 utf8_to_data: 41000020 -> (1 1  )
1759103142.131136 utf8_to_data: 41000020 -> (1 1  )
1759103142.131138 utf8_to_data: 41000020 -> (1 1  )
1759103142.131139 utf8_to_data: 41000020 -> (1 1  )
1759103142.131140 utf8_to_data: 41000020 -> (1 1  )
1759103142.131146 utf8_to_data: 41000020 -> (1 1  )
1759103142.131148 utf8_to_data: 41000020 -> (1 1  )
1759103142.131149 utf8_to_data: 41000020 -> (1 1  )
1759103142.131151 utf8_to_data: 41000020 -> (1 1  )
1759103142.131152 utf8_to_data: 41000020 -> (1 1  )
1759103142.131154 utf8_to_data: 41000020 -> (1 1  )
1759103142.131155 utf8_to_data: 41000020 -> (1 1  )
1759103142.131157 utf8_to_data: 41000020 -> (1 1  )
1759103142.131158 utf8_to_data: 41000020 -> (1 1  )
1759103142.131159 utf8_to_data: 41000020 -> (1 1  )
1759103142.131161 utf8_to_data: 41000020 -> (1 1  )
1759103142.131162 utf8_to_data: 41000020 -> (1 1  )
1759103142.131164 utf8_to_data: 41000020 -> (1 1  )
1759103142.131165 utf8_to_data: 41000020 -> (1 1  )
1759103142.131167 utf8_to_data: 41000020 -> (1 1  )
1759103142.131168 utf8_to_data: 41000020 -> (1 1  )
1759103142.131170 utf8_to_data: 41000020 -> (1 1  )
1759103142.131171 utf8_to_data: 41000020 -> (1 1  )
1759103142.131173 utf8_to_data: 41000020 -> (1 1  )
1759103142.131174 utf8_to_data: 41000020 -> (1 1  )
1759103142.131176 utf8_to_data: 41000020 -> (1 1  )
1759103142.131177 utf8_to_data: 41000020 -> (1 1  )
1759103142.131178 utf8_to_data: 41000020 -> (1 1  )
1759103142.131180 utf8_to_data: 41000020 -> (1 1  )
1759103142.131181 utf8_to_data: 41000020 -> (1 1  )
1759103142.131183 utf8_to_data: 41000020 -> (1 1  )
1759103142.131184 utf8_to_data: 41000020 -> (1 1  )
1759103142.131186 utf8_to_data: 41000020 -> (1 1  )
1759103142.131187 utf8_to_data: 41000020 -> (1 1  )
1759103142.131189 utf8_to_data: 41000020 -> (1 1  )
1759103142.131190 utf8_to_data: 41000020 -> (1 1  )
1759103142.131192 utf8_to_data: 41000020 -> (1 1  )
1759103142.131193 utf8_to_data: 41000020 -> (1 1  )
1759103142.131195 utf8_to_data: 41000020 -> (1 1  )
1759103142.131196 utf8_to_data: 41000020 -> (1 1  )
1759103142.131198 utf8_to_data: 41000020 -> (1 1  )
1759103142.131199 utf8_to_data: 41000020 -> (1 1  )
1759103142.131200 utf8_to_data: 41000020 -> (1 1  )
1759103142.131202 utf8_to_data: 41000020 -> (1 1  )
1759103142.131203 utf8_to_data: 41000020 -> (1 1  )
1759103142.131205 utf8_to_data: 41000020 -> (1 1  )
1759103142.131206 utf8_to_data: 41000020 -> (1 1  )
1759103142.131208 utf8_to_data: 41000020 -> (1 1  )
1759103142.131209 utf8_to_data: 41000020 -> (1 1  )
1759103142.131211 utf8_to_data: 41000020 -> (1 1  )
1759103142.131212 utf8_to_data: 41000020 -> (1 1  )
1759103142.131214 utf8_to_data: 41000020 -> (1 1  )
1759103142.131215 utf8_to_data: 41000020 -> (1 1  )
1759103142.131217 utf8_to_data: 41000020 -> (1 1  )
1759103142.131218 utf8_to_data: 41000020 -> (1 1  )
1759103142.131220 utf8_to_data: 41000020 -> (1 1  )
1759103142.131221 utf8_to_data: 41000020 -> (1 1  )
1759103142.131222 utf8_to_data: 41000020 -> (1 1  )
1759103142.131224 utf8_to_data: 41000020 -> (1 1  )
1759103142.131225 utf8_to_data: 41000020 -> (1 1  )
1759103142.131227 utf8_to_data: 41000020 -> (1 1  )
1759103142.131228 utf8_to_data: 41000020 -> (1 1  )
1759103142.131230 utf8_to_data: 41000020 -> (1 1  )
1759103142.131231 utf8_to_data: 41000020 -> (1 1  )
1759103142.131233 utf8_to_data: 41000020 -> (1 1  )
1759103142.131234 utf8_to_data: 41000020 -> (1 1  )
1759103142.131236 utf8_to_data: 41000020 -> (1 1  )
1759103142.131237 utf8_to_data: 41000020 -> (1 1  )
1759103142.131239 utf8_to_data: 41000020 -> (1 1  )
1759103142.131240 utf8_to_data: 41000020 -> (1 1  )
1759103142.131241 utf8_to_data: 41000020 -> (1 1  )
1759103142.131243 utf8_to_data: 41000020 -> (1 1  )
1759103142.131244 utf8_to_data: 41000020 -> (1 1  )
1759103142.131246 utf8_to_data: 41000020 -> (1 1  )
1759103142.131247 utf8_to_data: 41000020 -> (1 1  )
1759103142.131249 utf8_to_data: 41000020 -> (1 1  )
1759103142.131250 utf8_to_data: 41000020 -> (1 1  )
1759103142.131252 utf8_to_data: 41000020 -> (1 1  )
1759103142.131253 utf8_to_data: 41000020 -> (1 1  )
1759103142.131255 utf8_to_data: 41000020 -> (1 1  )
1759103142.131256 utf8_to_data: 41000020 -> (1 1  )
1759103142.131258 utf8_to_data: 41000020 -> (1 1  )
1759103142.131259 utf8_to_data: 41000020 -> (1 1  )
1759103142.131261 utf8_to_data: 41000020 -> (1 1  )
1759103142.131265 utf8_to_data: 41000020 -> (1 1  )
1759103142.131267 utf8_to_data: 41000020 -> (1 1  )
1759103142.131268 utf8_to_data: 41000020 -> (1 1  )
1759103142.131270 utf8_to_data: 41000020 -> (1 1  )
1759103142.131271 utf8_to_data: 41000020 -> (1 1  )
1759103142.131273 utf8_to_data: 41000020 -> (1 1  )
1759103142.131274 utf8_to_data: 41000020 -> (1 1  )
1759103142.131276 utf8_to_data: 41000020 -> (1 1  )
1759103142.131277 utf8_to_data: 41000020 -> (1 1  )
1759103142.131279 utf8_to_data: 41000020 -> (1 1  )
1759103142.131280 utf8_to_data: 41000020 -> (1 1  )
1759103142.131282 utf8_to_data: 41000020 -> (1 1  )
1759103142.131283 utf8_to_data: 41000020 -> (1 1  )
1759103142.131285 utf8_to_data: 41000020 -> (1 1  )
1759103142.131286 utf8_to_data: 41000020 -> (1 1  )
1759103142.131288 utf8_to_data: 41000020 -> (1 1  )
1759103142.131289 utf8_to_data: 41000020 -> (1 1  )
1759103142.131291 utf8_to_data: 41000020 -> (1 1  )
1759103142.131292 utf8_to_data: 41000020 -> (1 1  )
1759103142.131294 utf8_to_data: 41000020 -> (1 1  )
1759103142.131295 utf8_to_data: 41000020 -> (1 1  )
1759103142.131297 utf8_to_data: 41000020 -> (1 1  )
1759103142.131298 utf8_to_data: 41000020 -> (1 1  )
1759103142.131299 utf8_to_data: 41000020 -> (1 1  )
1759103142.131301 utf8_to_data: 41000020 -> (1 1  )
1759103142.131302 utf8_to_data: 41000020 -> (1 1  )
1759103142.131304 utf8_to_data: 41000020 -> (1 1  )
1759103142.131305 utf8_to_data: 41000020 -> (1 1  )
1759103142.131307 utf8_to_data: 41000020 -> (1 1  )
1759103142.131308 utf8_to_data: 41000020 -> (1 1  )
1759103142.131310 utf8_to_data: 41000020 -> (1 1  )
1759103142.131311 utf8_to_data: 41000020 -> (1 1  )
1759103142.131313 utf8_to_data: 41000020 -> (1 1  )
1759103142.131314 utf8_to_data: 41000020 -> (1 1  )
1759103142.131315 utf8_to_data: 41000020 -> (1 1  )
1759103142.131317 utf8_to_data: 41000020 -> (1 1  )
1759103142.131318 utf8_to_data: 41000020 -> (1 1  )
1759103142.131320 utf8_to_data: 41000020 -> (1 1  )
1759103142.131321 utf8_to_data: 41000020 -> (1 1  )
1759103142.131323 utf8_to_data: 41000020 -> (1 1  )
1759103142.131324 utf8_to_data: 41000020 -> (1 1  )
1759103142.131326 utf8_to_data: 41000020 -> (1 1  )
1759103142.131327 utf8_to_data: 41000020 -> (1 1  )
1759103142.131328 utf8_to_data: 41000020 -> (1 1  )
1759103142.131330 utf8_to_data: 41000020 -> (1 1  )
1759103142.131331 utf8_to_data: 41000020 -> (1 1  )
1759103142.131333 utf8_to_data: 41000020 -> (1 1  )
1759103142.131334 utf8_to_data: 41000020 -> (1 1  )
1759103142.131336 utf8_to_data: 41000020 -> (1 1  )
1759103142.131337 utf8_to_data: 41000020 -> (1 1  )
1759103142.131339 utf8_to_data: 41000020 -> (1 1  )
1759103142.131340 utf8_to_data: 41000020 -> (1 1  )
1759103142.131342 utf8_to_data: 41000020 -> (1 1  )
1759103142.131343 utf8_to_data: 41000020 -> (1 1  )
1759103142.131345 utf8_to_data: 41000020 -> (1 1  )
1759103142.131346 utf8_to_data: 41000020 -> (1 1  )
1759103142.131348 utf8_to_data: 41000020 -> (1 1  )
1759103142.131349 utf8_to_data: 41000022 -> (1 1 ")
1759103142.131351 utf8_to_data: 41000072 -> (1 1 r)
1759103142.131352 utf8_to_data: 41000065 -> (1 1 e)
1759103142.131354 utf8_to_data: 41000074 -> (1 1 t)
1759103142.131355 utf8_to_data: 41000072 -> (1 1 r)
1759103142.131356 utf8_to_data: 4100006f -> (1 1 o)
1759103142.131358 utf8_to_data: 41000077 -> (1 1 w)
1759103142.131359 utf8_to_data: 41000069 -> (1 1 i)
1759103142.131361 utf8_to_data: 4100006e -> (1 1 n)
1759103142.131362 utf8_to_data: 41000022 -> (1 1 ")
1759103142.131364 utf8_to_data: 41000020 -> (1 1  )
1759103142.131365 utf8_to_data: 41000030 -> (1 1 0)
1759103142.131367 utf8_to_data: 41000031 -> (1 1 1)
1759103142.131368 utf8_to_data: 4100003a -> (1 1 :)
1759103142.131370 utf8_to_data: 41000034 -> (1 1 4)
1759103142.131371 utf8_to_data: 41000035 -> (1 1 5)
1759103142.131373 utf8_to_data: 41000020 -> (1 1  )
1759103142.131374 utf8_to_data: 41000032 -> (1 1 2)
1759103142.131376 utf8_to_data: 41000039 -> (1 1 9)
1759103142.131377 utf8_to_data: 4100002d -> (1 1 -)
1759103142.131378 utf8_to_data: 41000053 -> (1 1 S)
1759103142.131383 utf8_to_data: 41000065 -> (1 1 e)
1759103142.131385 utf8_to_data: 41000070 -> (1 1 p)
1759103142.131386 utf8_to_data: 4100002d -> (1 1 -)
1759103142.131388 utf8_to_data: 41000032 -> (1 1 2)
1759103142.131389 utf8_to_data: 41000035 -> (1 1 5)
1759103142.131394 /dev/pts/5: \033[30m
1759103142.131396 /dev/pts/5: \033[42m
1759103142.131398 /dev/pts/5: \r
1759103142.131399 /dev/pts/5: \n
1759103142.131402 /dev/pts/5: [0] 0:zsh*                                                                                                                                                        "retrowin" 01:45 29-Sep-25
